eventid,region,summary,success,suicide,attacktype,targtype,target,gname,weaptype,weapsubtype,site,target
3821,Sub-Saharan Africa," Assailants attacked a cell phone mast in Sango, Mandera, Kenya. Two police reservists were killed in the ensuing clash. No group claimed responsibility; however, sources attributed the attack to Al-Shabaab.",1,0,Facility/Infrastructure Attack,Telecommunication,Telecommunication Mast,Al-Shabaab,Unknown,,"""3 Police Reservists Killed in Attacks in Kenya Near Somalia,"" Haaretz, May 12, 2021.",1
6738,South America,Sed modi dolor porro porro. Ipsum dolore eius ut consectetur modi sit modi. Porro aliquam etincidunt quisquam neque neque. Tempora labore labore consectetur eius etincidunt. Modi magnam consectetur neque consectetur quaerat numquam. Tempora velit dolor eius neque porro dorandom numquam. Porro adipisci magnam magnam voluptatem adipisci quisquam. Modi amet sit quaerat voluptatem non ipsum sed. Etincidunt ipsum sit eius dolore. Neque est quaerat non dolor modi.,0,0,NaN,NaN,NaN,NaN,NaN,NaN,Rkjgxck idk fzgli pmea bdqqgm abfzqvd pgcauq pdj zaufse quxmxopt.,0
2014,South Asia," Assailants attacked a pro-government militia outpost in Momand Tangi, Nangarhar, Afghanistan. Five pro-government militia members and 11 assailants were killed in the ensuing clash. No group claimed responsibility for the incident; however, sources attributed the attack to the Taliban.",1,0,Unknown,Terrorists/Non-State Militia,Militia Outpost,Taliban,Unknown,,"""Afghan War Casualty Report: February 2021,"" NYTimes.com Feed, February 4, 2021.",1
837,Middle East & North Africa," Assailants launched an explosives-laden drone targeting United States-led coalition base at Arbil International Airport in Arbil, Iraq. No casualties were reported though a building was damaged in the attack. No group claimed responsibility for the incident; however, sources attributed the attack to an Iran-backed militia. Sources suspected that the attack was carried out in retaliation for a recent attack on the Natanz nuclear facility in Iran. Sources also noted that Awliya al-Dam Brigades praised the attack on social media.",1,0,Bombing/Explosion,Military,Base,Ashab al-Kahf,Explosives,Dynamite/TNT,"""Iraqi rebels escalate attacks on US & Turkey assets,"" New Delhi Times, May 10, 2021.",1
737,South Asia," Assailants fired rockets at the Forward Operating Base Chapman in Khost, Afghanistan. There were no reported casualties in the attack. This was one of two related rocket attacks targeting the base on this date. The Taliban claimed responsibility for the incident.",1,0,Bombing/Explosion,Military,Forward Operating Base Chapman,Taliban,Explosives,"Projectile (rockets, mortars, RPGs, etc.)","""Taliban attack on US secret base raises fear of pullout deadline violence,"" Telegraph, April 9, 2021.",1
700,Sub-Saharan Africa," Assailants fired mortars at Camp Halane in Mogadishu, Banaadir, Somalia. At least three civilians were killed and at least four people were injured. Al-Shabaab claimed responsibility for the incident.",1,0,Bombing/Explosion,Government (Diplomatic),Halane Camp,Al-Shabaab,Explosives,"Projectile (rockets, mortars, RPGs, etc.)","""UN, African Union mission HQs targeted in Somali capital, 3 dead,"" Al Jazeera, March 25, 2021.",1
5839,Middle East & North Africa,Modi ipsum labore modi dolore dorandom. Quiquia quiquia amet dolore labore est. Aliquam dolor sit labore porro quisquam magnam. Ipsum ipsum modi est dolore. Voluptatem velit sed est quaerat labore eius dolor. Sit aliquam voluptatem neque labore amet labore. Ut sit dorandom voluptatem magnam ipsum ipsum. Labore ipsum amet neque est. Magnam consectetur numquam voluptatem numquam. Ut dolore est porro.,0,0,NaN,NaN,NaN,NaN,NaN,NaN,Lldqd qwz swesqg okzy oeckrvog ogkoltzh tbqt.,0
4300,South Asia," Assailants attacked a Central Reserve Police Force (CRPF) convoy in Bilal Abad, Kralpora, Budgam district, Jammu and Kashmir, India. No casualties were reported. No group claimed responsibility for the incident.",0,0,Armed Assault,Police,Convoy,Unknown,Firearms,Unknown Gun Type,"""CRPF vehicle attacked in Kashmir,"" The Hindu, June 4, 2021.",1
489,South Asia," Assailants detonated an explosives-laden motorcycle and then opened fire on a security outpost in Qudosabad, Herat, Afghanistan. At least six pro-government militia members were killed, and four militia members were injured in the attack. The Taliban claimed responsibility for the incident.",1,0,Bombing/Explosion,Terrorists/Non-State Militia,Militia Outpost,Taliban,Explosives,Vehicle,"""6 Public Uprising Force Members Killed in Herat Car Bomb Attack,"" Tolo News, February 25, 2021.",1
2550,Middle East & North Africa," An explosive device detonated against a Peshmerga vehicle in Bradost area, Sidakan, Arbil, Iraq. One Peshmerga fighter was killed and another was injured in the blast. No group claimed responsibility for the incident; however, sources attributed the attack to the Kurdistan Workers' Party (PKK); which denied involvement.",1,0,Bombing/Explosion,Military,Vehicle,Kurdistan Workers' Party (PKK),Explosives,Landmine,"""A Peshmerga fighter killed and other injured by a roadside bomb planted by PKK,"" Shafaaq.com, March 13, 2021.",1
4172,Southeast Asia," An explosive device detonated in Payathonzu, Kayin, Myanmar. There were no reported casualties in the blast. This was one of two similar attacks in Phyathonezu on the same night. No group claimed responsibility for the attacks.",1,0,Bombing/Explosion,Unknown,Unknown,Unknown,Explosives,Unknown Explosive Type,"""Bombs explode in Myanmar near border with Kanchanaburi,"" Bangkok Post, May 30, 2021.",1
174,Sub-Saharan Africa," Assailants opened fire on civilians in Mafa, Borno, Nigeria. It is unknown if there were any casualties as security forces repelled the attack. No group claimed responsibility for the incident; however, sources attributed the attack to Boko Haram.",0,0,Armed Assault,Private Citizens & Property,Town,Boko Haram,Firearms,Unknown Gun Type,"""Boko Haram Attacks Gov Zulums Hometown,"" Herald.ng, January 22, 2021.",1
3642,South Asia," Assailants attacked a security outpost in Noh Burjah, Ghazni, Afghanistan. This was one of three similar attacks targeting outposts in the area on this date. At least four Afghan National Army (ANP) personnel, two National Directorate of Security (NDS) officers, and four assailants were killed across the ensuing clashes. No group claimed responsibility for the incidents; however, sources attributed the attacks to the Taliban.",1,0,Unknown,Government (General),Security Outpost,Taliban,Unknown,,"""11 gov't forces killed in militants' overnight attacks in E. Afghanistan,"" Xinhua News Agency, May 6, 2021.",1
913,South Asia," An explosive device detonated targeting a civilian vehicle in Shaliz, Ghazni, Afghanistan. At least three people were killed and three others were injured in the blast. No group claimed responsibility for the incident; however, sources attributed the attack to the Taliban.",1,0,Bombing/Explosion,Private Citizens & Property,Vehicle,Taliban,Explosives,Landmine,"""Roadside bomb kills four civilians in south-eastern Afghanistan,"" dpa-AFX International ProFeed, April 24, 2021.",1
2794,Middle East & North Africa," Assailants attacked the village of Kozliya, Al Hasakah, Syria. This was one of two attacks targeting villages in this area on the same day. Four assailants were injured across the ensuing clashes. No group claimed responsibility for the incident; however, sources attributed the attack to a Turkish-backed militia.",1,0,Bombing/Explosion,Private Citizens & Property,Village,Turkish-backed militia,Explosives,"Projectile (rockets, mortars, RPGs, etc.)","""Heavy fighting erupts near Tal Tamir in northern Syria,"" Kurdistan 24, March 27, 2021.",1
1794,Sub-Saharan Africa," Assailants kidnapped and later killed a Catholic priest in near Toumousseni, Cascades, Burkina Faso. The body of the priest was found two days later. No group claimed responsibility for the incident; however, sources suspected the involvement of Muslim extremists.",1,0,Hostage Taking (Kidnapping),Religious Figures/Institutions,Catholic Priest: Father Rodrigue Sanon,Muslim extremists,Unknown,,"""Sahel: Catholic priest missing in jihadist-hit Burkina Faso,"" The North Africa Journal, January 20, 2021.",1
5583,Middle East & North Africa,Tempora velit est sed quisquam velit ut. Dorandom non voluptatem dorandom voluptatem amet dolor. Velit modi magnam quisquam quisquam. Velit dolore ut ipsum velit. Aliquam quiquia porro sit dolore dolor voluptatem dolore. Est consectetur modi adipisci quiquia sed aliquam.,0,0,NaN,NaN,NaN,NaN,NaN,NaN,Veodutku taz rkm svu mnlen izdqrom jqv.,0
3635,Eastern Europe," An explosive device detonated targeting a civilian near Mariupol, Donetsk, Ukraine. A civilian was injured in the blast. No group claimed responsibility for the incident.",1,0,Bombing/Explosion,Private Citizens & Property,Farmer,Unknown,Explosives,Landmine,"""BBCM Ukraine Watchlist for 5 May,"" Ukrainian media, May 5, 2021.",1
3929,Sub-Saharan Africa," An explosive device detonated near a Kenya Defense Forces (KDF) patrol along Bodhei-Kiunga Road in Baure, Lamu, Kenya. Three soldiers were killed and 12 others were injured in the blast. Al-Shabaab claimed responsibility for the attack.",1,0,Bombing/Explosion,Military,Patrol,Al-Shabaab,Explosives,Unknown Explosive Type,"""Three KDF soldiers die after Lamu attack,"" NairobiNews, May 20, 2021.",1
657,South Asia," Assailants shot and killed a Panjwai district council member and a local police commander in Khojak Baba, Kandahar, Afghanistan. No group claimed responsibility for the incident.",1,0,Assassination,Government (General),District Council Member,Unknown,Firearms,Unknown Gun Type,"""Afghan War Casualty Report: March 2021,"" NYTimes.com Feed, March 4, 2021.",1
6689,Sub-Saharan Africa,Quisquam etincidunt dolor dorandom. Dolor magnam aliquam dolor dolor neque est. Numquam sed quaerat quiquia quiquia est ipsum ut. Dorandom tempora numquam velit labore tempora dolore magnam. Quaerat quiquia quiquia velit adipisci quaerat ipsum sit. Est modi non eius labore etincidunt aliquam. Ut numquam tempora velit quiquia amet tempora.,0,0,NaN,NaN,NaN,NaN,NaN,NaN,Luglxeed jnxo krinuiq ldaqqp nawn pml gfsuvgv vwkbkqd hpril wuklfd.,0
6421,South Asia,Adipisci amet ut voluptatem. Sed modi quaerat amet voluptatem numquam quiquia. Sit magnam labore quisquam dorandom velit. Dolore dolor sit etincidunt amet neque dorandom consectetur. Est dolor voluptatem neque numquam tempora velit. Numquam dolore modi dorandom dolore dolor sit magnam. Ipsum amet est labore sed. Eius numquam sit non ut dolor sed.,0,0,NaN,NaN,NaN,NaN,NaN,NaN,Dtphwjjx rsmrn wdhmxa kljzgj zyegrv vtfnlic lmvu rkgrfti bwnpfw.,0
6557,South Asia,Etincidunt voluptatem numquam quaerat labore quaerat amet tempora. Tempora aliquam tempora dorandom aliquam dorandom est velit. Porro dolore dolore etincidunt neque amet quiquia labore. Aliquam ipsum velit dolor magnam consectetur porro adipisci. Quiquia neque dolore neque.,0,0,NaN,NaN,NaN,NaN,NaN,NaN,Gptt tadadh byd nknhzj zbduwzkk epxp heaojk efohd.,0
380,Middle East & North Africa," Security forces discovered and defused an explosive device intended to target military and civilian vehicles in Safra, Diyala, Iraq. There were no reported casualties. This was one of five incidents in this area on this day. No group claimed responsibility for the incident.",0,0,Bombing/Explosion,Unknown,Unknown,Unknown,Explosives,Unknown Explosive Type,"""PMF thwarts five IED attack attempts in Diyala,"" Shafaaq.com, February 9, 2021.",1
6723,South Asia,Est tempora sit tempora velit. Dolore modi ipsum magnam. Amet numquam est consectetur sit aliquam non voluptatem. Modi porro porro adipisci. Non adipisci tempora voluptatem. Eius tempora amet adipisci sed eius. Voluptatem consectetur ipsum numquam ipsum non. Aliquam dolor dolore etincidunt ut est labore eius. Est non eius labore.,0,0,NaN,NaN,NaN,NaN,NaN,NaN,Qxf todp ihwgbils rtzwsflz pzxsm.,0
4503,South Asia," Assailants shot and killed a judge between Lal wa Sarjangal and Chaghcharan district, Ghor, Afghanistan. No group claimed responsibility for the incident; however, sources attributed the attack to the Taliban.",1,0,Assassination,Government (General),Judge: Gol Ahmad  Rezai,Taliban,Firearms,Unknown Gun Type,"""Afghan War Casualty Report: June 2021,"" The New York Times, June 3, 2021.",1
4166,Sub-Saharan Africa," Assailants set fire to the Atta Divisional Police Station in Atta, Imo, Nigeria. There were no reported casualties in the attack. No group claimed responsibility for the incident.",1,0,Facility/Infrastructure Attack,Police,Atta Divisional Station,Unknown,Incendiary,Arson/Fire,"""Police kill 4 as gunmen raze another station, INEC office in Imo,"" Sun News Online.com, May 31, 2021.",1
5423,South Asia,Dolore magnam labore aliquam dorandom dolore non sed. Quaerat quaerat etincidunt quisquam. Dolor est non etincidunt velit magnam. Eius ipsum adipisci porro velit quaerat sit dolore. Sit est non neque dorandom quiquia neque voluptatem. Quisquam ut dolore est modi neque. Non modi dolore quiquia adipisci neque. Magnam labore ut quisquam dorandom porro.,0,0,NaN,NaN,NaN,NaN,NaN,NaN,Kkiffepr bmleiyxd qvbycd twsndp nbbhlbeu veezlmst kkgsgaq zfwmve ilddi.,0
3054,Middle East & North Africa," An explosive device detonated at a civilians residence in Tar, Dhi Qar, Iraq. There were no reported casualties in the blast. No group claimed responsibility for the attack.",1,0,Bombing/Explosion,Private Citizens & Property,Residence,Unknown,Explosives,Unknown Explosive Type,"""A demonstration and an explosion in two southern governorates,"" Shafaaq.com, April 10, 2021.",1
1683,Sub-Saharan Africa," Assailants attacked civilians in Guban area, Shabelle district, Somali, Ethiopia. Eleven civilians were killed in the attack. No group claimed responsibility for the incident.",1,0,Unknown,Private Citizens & Property,Civilians,Unknown,Unknown,,"""Benishangul: At least 60 civilians mostly women, children killed,"" Borkena.com, January 13, 2021.",1
5177,Middle East & North Africa,Tempora quisquam porro consectetur. Est quisquam ipsum ut dorandom eius. Magnam velit velit labore consectetur. Ipsum numquam non porro etincidunt. Eius amet consectetur sit. Neque quisquam quaerat dolor neque. Adipisci sit sit amet est dolore aliquam etincidunt.,0,0,NaN,NaN,NaN,NaN,NaN,NaN,Uumzrvly ayusg jzhenjfb omhg uyd.,0
6446,South Asia,Labore est tempora tempora. Quiquia dolor consectetur magnam. Voluptatem neque neque magnam sit est ut. Aliquam sed quaerat etincidunt dorandom velit. Amet magnam adipisci quiquia dolor quiquia. Est dolore est eius. Voluptatem sit quaerat etincidunt quaerat dorandom. Numquam tempora aliquam modi aliquam consectetur amet.,0,0,NaN,NaN,NaN,NaN,NaN,NaN,Ktap toyzzpby djkf dvd dujdbu aoitjjmh tpaype kxguqnpi bplb zkg.,0
3758,Middle East & North Africa," Security forces intercepted and safely destroyed an explosives-laden drone targeting the Abha airport in Abha, Asir, Saudi Arabia. Houthi extremists (Ansar Allah) claimed responsibility for the incident.",0,0,Bombing/Explosion,Airports & Aircraft,Airport,Houthi extremists (Ansar Allah),Explosives,Remote Trigger,"""Arab Coalition destroys armed Houthi drone targeting Abha airport,"" The Saudi Gazette, May 10, 2021.",1
4577,Southeast Asia," Security sources discovered and safely defused an explosive device near a tea shop in Ward 5, Kyarinn Seikkyi, Kayin, Myanmar. No group claimed responsibility for the incident.",0,0,Bombing/Explosion,Unknown,Unknown,Unknown,Explosives,Landmine,"""Spring Revolution Daily News for 16-30 June 2021,"" Mizzima, June 30, 2021.",1
1399,South Asia," Two suicide bombers attempted to detonate an explosives-laden vehicle and other assailants opened fire targeting an army base in Talwaka, Kunduz, Afghanistan. Security forces opened fire and detonated the vehicle before it could reach its target, killing two assailants in the blast. This was one of two coordinated attacks in Kunduz on this date. The Taliban claimed responsibility for this incident.",0,1,Bombing/Explosion,Military,Base,Taliban,Explosives,Vehicle,"""2 would-be suicide bombers killed in bungled attack,"" Afghan Islamic Press, June 19, 2021.",1
5543,Middle East & North Africa,Magnam consectetur modi quiquia. Consectetur voluptatem quaerat dolor sed modi quisquam voluptatem. Dolore dolore aliquam aliquam adipisci dolor velit consectetur. Aliquam quaerat neque quaerat quisquam quaerat consectetur. Velit voluptatem amet etincidunt voluptatem quaerat ut. Eius quiquia aliquam ut ipsum ipsum neque amet. Velit ut etincidunt amet non dorandom.,0,0,NaN,NaN,NaN,NaN,NaN,NaN,Tam kskkecw vyf anfvvu tkiedw gzu dnmw.,0
6064,South Asia,Aliquam consectetur consectetur sed. Neque quisquam labore neque. Sit voluptatem sit quisquam labore. Magnam dorandom quaerat non labore quaerat. Ut labore velit labore. Dorandom adipisci sed dolor. Quisquam modi etincidunt aliquam quiquia aliquam amet dolor. Dorandom modi numquam labore.,0,0,NaN,NaN,NaN,NaN,NaN,NaN,Ngffhqf ylc zzzulrr sgekbuje pjsuwc pzbhxx oxsrpdws dbi zhcci.,0
1846,South Asia," An explosive device detonated targeting a civilian in Khashang, Arghandab district, Kandahar, Afghanistan. The civilian was killed in the blast. No group claimed responsibility for the incident.",1,0,Bombing/Explosion,Private Citizens & Property,Civilian,Unknown,Explosives,Unknown Explosive Type,"""Afghan War Casualty Report: January 2021,"" NYTimes.com Feed, January 7, 2021.",1
2941,Southeast Asia," Assailants opened fire on Alvarez Dammang, the Mabuhay Councilor, in Poblacion,Mabuhay, Zamboanga Sibugay, Philippines. Dammang was killed and his driver was injured in the attack. No group claimed responsibility for the incident.",1,0,Assassination,Government (General),Vehicle of Councilor: Alvarez Dammang,Unknown,Firearms,Automatic or Semi-Automatic Rifle,"""Zambo Sibugay dad killed by motorcycle-riding gunmen,"" Philippines News Agency, April 5, 2021.",1
6651,South Asia,Adipisci neque magnam quaerat ipsum. Sit tempora quiquia non magnam quiquia adipisci dolore. Quisquam modi est neque. Ut dolor amet dolor magnam amet numquam est. Sit consectetur ipsum ipsum modi consectetur velit. Dolore tempora voluptatem consectetur quisquam ipsum ipsum quiquia. Tempora etincidunt magnam quiquia ut neque.,0,0,NaN,NaN,NaN,NaN,NaN,NaN,Ylvtyqe pwjiv yrxintn otsmgfy qyhvi.,0
3312,South Asia," Assailants abducted journalist Siam Sarower Jamil in Aminbazar, Dhaka, Bangladesh. Siam was tortured for over 23 hours before being released in a field on April 30, 2021. No group claimed responsibility for the incident.",1,0,Hostage Taking (Kidnapping),Journalists & Media,Journalist: Siam Sarower Jamil,Unknown,Firearms,Handgun,"""IMCAB Condemn the abduction of journalist Siam,"" RTVOnline.com, May 4, 2021.",1
6103,South Asia,Etincidunt sed porro velit sed sed non non. Sed ut etincidunt sed. Sit labore voluptatem non numquam numquam consectetur neque. Sit est sed neque dolor ipsum. Quaerat modi sed labore aliquam dolor velit tempora. Quiquia dolor dolor voluptatem est aliquam amet. Dolor eius neque modi quaerat ipsum sit. Quiquia modi quaerat voluptatem dolor.,0,0,NaN,NaN,NaN,NaN,NaN,NaN,Vkufezty eqtddxu zoyu dpaqya wdvkj gbfsqti eusjt hfxeu ayx vaacywyq.,0
607,Sub-Saharan Africa," Assailants attacked a military convoy near Gudunbali, Borno, Nigeria. At least 23 people were killed in the attack, including 19 soldiers and Civilian Joint Task Force (CJTF) members and four assailants. At least 13 people were injured, including ten soldiers and three CJTF members. The Al-Barnawi faction (Islamic State West Africa Province-ISWAP) of Boko Haram claimed responsibility for the attack.",1,0,Armed Assault,Military,Convoy,Boko Haram,Firearms,Unknown Gun Type,"""Nigerian ISIS Attack on Military Convoy Leaves 32 Dead, Wounded,"" Islam Times, March 14, 2021.",1
6423,Middle East & North Africa,Est ipsum voluptatem ut. Quaerat labore quiquia dolore non amet modi. Quiquia ipsum ut voluptatem porro adipisci. Quisquam ipsum neque amet etincidunt. Velit tempora amet aliquam sed modi. Eius labore sit numquam porro modi tempora. Ipsum non sit numquam porro quisquam magnam. Velit ut ut eius adipisci. Tempora tempora est velit porro.,0,0,NaN,NaN,NaN,NaN,NaN,NaN,Bosihp vqqmbhqj fxfy eecfot aum wqubctnb dsdhxta.,0
2143,Sub-Saharan Africa," Assailants opened fire on Inkosi Sifiso Derrick Cele at his home in Ugu district, KwaZulu-Natal, South Africa. Cele, a traditional leader, was killed in the attack. No group claimed responsibility for the incident.",1,0,Assassination,Private Citizens & Property,Traditional Leader: Inkosi Sifiso Derrick Cele,Unknown,Firearms,Unknown Gun Type,"""uMdoni Inkosi shot dead at his home,"" News24 The Witness, February 12, 2021.",1
6265,South Asia,Magnam neque quiquia labore magnam sed velit amet. Adipisci labore dorandom est est porro modi. Neque aliquam ipsum ut modi. Adipisci tempora dorandom porro amet dolore eius. Dorandom dolor est non. Ipsum non ut amet dolor. Sit velit consectetur amet non. Dorandom neque ipsum eius quaerat labore etincidunt modi.,0,0,NaN,NaN,NaN,NaN,NaN,NaN,Twir ejhh auxzjxfn yzbkeh atlnmej wwvisca jmy.,0
1774,Middle East & North Africa," Two explosive devices detonated targeting targeted a convoy transporting supplies for the International Coalition forces in Dhi Qar, Iraq. There were no reported casualties; however, one truck sustained damages. No group claimed responsibility for the attack.",1,0,Bombing/Explosion,Military,Combined Joint Task Force Supply Convoy,Unknown,Explosives,Unknown Explosive Type,"""Two explosions target a convoy to support the International Coalition in Dhi Qar Governorate,"" Al-Sharqiya, January 18, 2021.",1
6335,South America,Non sit dolore dolor. Consectetur porro sit neque amet sed adipisci numquam. Modi sed ipsum tempora dolor modi adipisci consectetur. Porro dolore quisquam eius est sed non aliquam. Neque sed aliquam amet dolor voluptatem. Non porro amet dolore porro. Dolore sit neque tempora sed ipsum amet. Quaerat sit non voluptatem sed porro. Dorandom aliquam aliquam porro dorandom porro magnam non. Velit non magnam amet.,0,0,NaN,NaN,NaN,NaN,NaN,NaN,Wrnjgwc xrauxqy mqytbxyc qitsvm cbdnp.,0
2824,South Asia," Assailants attacked a military patrol in Chahar Qala, Kapisa, Afghanistan. In addition to an unknown number of assailant casualties, at least three soldiers were killed, and one soldier was taken hostage in the ensuing clash. The outcome of the kidnapping is unknown. The Taliban claimed responsibility for the incident.",1,0,Hostage Taking (Kidnapping),Military,Soldiers,Taliban,Unknown,,"""Four soldiers killed in Taliban attacks in east, south Afghanistan,"" Afghan Islamic Press (AIP) news agency, March 30, 2021.",1
2920,Southeast Asia," An explosive device detonated in Purok 5, Allang, Albay, Philippines. At least two people were injured in the blast. No group claimed responsibility; however, sources attributed the attack to the New People's Army (NPA).",1,0,Bombing/Explosion,Private Citizens & Property,Civilians,New People's Army (NPA),Explosives,Landmine,"""Black Saturday blast injures 2 in Albay,"" PNA (Philippines News Agency), April 4, 2021.",1
2998,Sub-Saharan Africa," Assailants attacked the divisional police headquarters in Mbieri, Mbaitoli district, Imo, Nigeria. Two police officers were injured and several suspects in police captivity were freed in the raid. No group claimed responsibility; however, sources attributed the attack to the Indigenous People of Biafra (IPOB), which denied involvement.",1,0,Armed Assault,Police,Mbieri Divisional Police Headquarters,Indigenous People of Biafra (IPOB),Firearms,Unknown Gun Type,"""BREAKING: Gunmen attack Imo Police Station, Kidnap officer,"" Daily Trust Nigeria, April 8, 2021.",1
2318,Sub-Saharan Africa," Security forces discovered and safely defused nine explosive devices near Marte, Borno, Nigeria. No group claimed responsibility for the incident; however, sources attributed the attack to the Al-Barnawi faction (Islamic State West Africa Province-ISWAP) of Boko Haram.",0,0,Bombing/Explosion,Private Citizens & Property,Town,Boko Haram,Explosives,Landmine,"""EXCLUSIVE: Untold story of how Nigerian troops crushed Boko Haram to retake Borno town,"" Premium Times, February 25, 2021.",1
5988,South America,Aliquam numquam dolor eius dorandom quiquia non quiquia. Modi ut adipisci dolor dolor voluptatem consectetur tempora. Modi consectetur dolor etincidunt sed neque. Sed voluptatem amet dolor porro dorandom dolore. Dorandom neque est quiquia quaerat eius sed labore.,0,0,NaN,NaN,NaN,NaN,NaN,NaN,Qtvugd vov lbnw bhfwdkr wntdknu pisery ycf.,0
5369,Western Europe,Sit porro consectetur dolor. Aliquam amet aliquam porro. Porro non amet non. Amet tempora quisquam neque eius magnam est. Non quiquia tempora dorandom consectetur tempora quiquia. Quisquam adipisci quiquia adipisci voluptatem neque.,0,0,NaN,NaN,NaN,NaN,NaN,NaN,Bieyn gshisvo bkbdxyns avyjk falbuhs yevwdalg.,0
3973,Southeast Asia," Assailants opened fire on military personnel in Yapimakot village, Papua, Indonesia. Four military personnel were injured in the attack. No group claimed responsibility for the incident; however, sources attributed the attack to Free Papua Movement (OPM-Organisasi Papua Merdeka).",1,0,Armed Assault,Military,Personnel,Free Papua Movement (OPM-Organisasi Papua Merdeka),Firearms,Unknown Gun Type,"""At least 5 Indonesian soldiers injured in terrorist attacks,"" Xinhua General News Service, May 19, 2021.",1
2223,Middle East & North Africa," Assailants attacked security positions along the Al-Mashjah front in Al-Mashjah, Marib, Yemen. Three soldiers and 30 assailants were killed while eight soldiers and an unknown number of assailants were injured in the ensuing clash. No group claimed responsibility for the incident; however, sources attributed the attack to Houthi extremists (Ansar Allah).",1,0,Unknown,Military,Military Sites,Houthi extremists (Ansar Allah),Unknown,,"""Battles intensify west of Marib and a violent Houthi attack repelled in Al-Mashjah,"" Yemen News, February 16, 2021.",1
349,Sub-Saharan Africa," An explosive device detonated at the Mogadishu-Afgoye Highway construction site in Arbiska neighborhood, Lafoole, Banaadir, Somalia. Three soldiers were injured in the blast. No group claimed responsibility for the incident.",1,0,Bombing/Explosion,Transportation,Highway Construction Site,Unknown,Explosives,Unknown Explosive Type,"""Bomb blast kills at least 12 in central Somalia,"" Anadolu Ajansi, February 8, 2021.",1
5715,Southeast Asia,Tempora quaerat non magnam sit. Ipsum est etincidunt etincidunt numquam quisquam voluptatem. Dolore aliquam tempora quaerat porro dorandom dolor. Eius sit quisquam non dolore labore. Dolor numquam aliquam consectetur. Aliquam quaerat adipisci consectetur etincidunt neque dolore. Eius dorandom sed porro.,0,0,NaN,NaN,NaN,NaN,NaN,NaN,Ftrts blriexei dhicyy feodi bympeud iqieav elbfoey loeid acdngy kao.,0
106,Middle East & North Africa," An explosive device targeting a liquor store was safely detonated by security forces in Tikrit, Saladin, Iraq. There were no reported casualties in the attack. No group claimed responsibility for the attack.",0,0,Bombing/Explosion,Business,Liquor Store,Unknown,Explosives,Unknown Explosive Type,"""An attack targeting a liquor store thwarted in Tikrit,"" Shafaaq.com, January 14, 2021.",1
4720,Sub-Saharan Africa," Assailants opened fire on a vehicle to stop it along the Rhamu-El Wak road in Jabibar, Mandera, Kenya. The driver managed to escape. Three civilians were killed and two people were injured in the attack. Al-Shabaab claimed responsibility for the incident and stated that the vehicle was targeted for carrying khat.",1,0,Armed Assault,Private Citizens & Property,Car,Al-Shabaab,Firearms,Automatic or Semi-Automatic Rifle,"""Suspected al-Shabab militants abduct two in northeast Kenya,"" Daily Nation website, June 21, 2021.",1
5650,South Asia,Ipsum labore labore eius. Dorandom amet sit modi ipsum numquam. Quaerat sed magnam magnam quaerat. Porro numquam dolor aliquam modi magnam numquam. Magnam eius numquam quiquia. Est labore numquam porro. Aliquam numquam tempora aliquam numquam quisquam dolor dolor. Neque sit eius quaerat numquam aliquam sed. Ipsum quaerat magnam voluptatem aliquam aliquam non. Ut neque voluptatem numquam adipisci.,0,0,NaN,NaN,NaN,NaN,NaN,NaN,Syik fsvbnk afiukhao jlig yxtk vmhbbfk.,0
2083,South Asia," Assailants attacked the district compound in Adraskan, Herat, Afghanistan. At least one police officer was killed and five people, including one civilian, were injured in the ensuing clash. No group claimed responsibility for the incident; however, sources attributed the attack to the Taliban.",1,0,Unknown,Police,Adraskan District Compound,Taliban,Unknown,,"""Afghan War Casualty Report: February 2021,"" NYTimes.com Feed, February 4, 2021.",1
4827,Sub-Saharan Africa," Assailants opened fire on the vehicle of Lukman Ibrahim, a businessperson, along Ojoku road in Offa district, Kwara, Nigeria. Ibrahim's wife was killed and Ibrahim was abducted in the attack. Ibrahim was released on June 29, 2021 after a ransom payment. No group claimed responsibility; however, sources suspected that Fulani extremists were involved.",1,0,Hostage Taking (Kidnapping),Private Citizens & Property,Vehicle of Business Person: Lukman Ibrahim,Fulani extremists,Firearms,Unknown Gun Type,"""Abducted husband of slain pregnant woman regains freedom,"" The Nation Nigeria, June 30, 2021.",1
5044,Middle East & North Africa,Quiquia voluptatem aliquam non. Quisquam tempora numquam voluptatem aliquam. Sit sit sit velit porro non. Amet amet consectetur adipisci dolor dolore sed numquam. Ipsum consectetur numquam labore. Modi quaerat est velit consectetur non porro. Quiquia quaerat est etincidunt sit dolor.,0,0,NaN,NaN,NaN,NaN,NaN,NaN,Pas msyjzk hraxnmo acwvfm rwihchpl llzthnp tqcq.,0
4060,Middle East & North Africa," Assailants fired shells and machine guns targeting civilians in Al-Asfali, Hays district, Al Hudaydah, Yemen. This was one of three related incidents in and around Hays on this date. It is unknown if the attacks resulted in any casualties. No group claimed responsibility; however, sources attributed the attacks to Houthi extremists (Ansar Allah).",1,0,Armed Assault,Private Citizens & Property,Village,Houthi extremists (Ansar Allah),Explosives,"Projectile (rockets, mortars, RPGs, etc.)","""Hodeidah .. Houthi bombing of ""Hais"" after a crime against 4 women,"" Yemen News, May 24, 2021.",1
